S no,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Air Quality Index (PM),Cloudiness, Power Consumption in A Zone
38072,24.62,40.38,4.926,393.4,152.7,158,0,30902.65487
38073,25.03,40.08,4.92,388,139.2,159,0,31616.28319
38074,25.44,39.15,4.916,428.8,131.8,151,0,32304.42478
38075,25.82,38.65,4.921,471.6,127,151,0,32744.0708
38076,26.26,37.65,4.922,496.9,131.3,153,0,33215.57522
38077,26.78,36.05,4.924,531.9,120.6,151,0,33782.65487
38078,27,35.15,4.922,541.3,114.1,157,0,33859.11504
38079,26.95,38.05,4.925,582.9,114,153,0,34203.18584
38080,27.35,37.48,4.925,602.1,119,150,0,34649.20354
38081,27.6,37.21,4.923,638.6,133,159,0,35260.88496
38082,28.17,36.85,4.921,679.3,138.8,157,0,35343.71681
38083,28.43,35.41,4.924,662.7,151.7,158,0,35490.26549
38084,28.64,33.64,4.921,603.2,172.1,152,0,35681.41593
38085,28.55,33.74,4.931,680.1,192.7,154,0,35815.22124
38086,28.33,34.04,4.92,476.1,162.7,156,0,36006.37168
38087,28.39,34.21,4.918,756,164.2,155,0,35980.88496
38088,28.82,33.74,4.925,778,155.7,155,0,35534.86726
38089,29.07,34.11,4.923,782,153.6,159,0,35394.69027
38090,29.56,33.14,4.923,789,154.6,153,0,35330.97345
38091,29.91,29.41,4.923,798,145.9,157,0,35267.25664
38092,30.25,26.08,4.917,804,138.9,153,0,34763.89381
38093,30.46,24.64,4.92,806,140.9,157,0,34311.50442
38094,30.74,23.01,4.922,793,138.4,150,0,34235.04425
38095,30.63,27.64,4.924,434.4,114.9,152,0,34649.20354
38096,30.03,29.04,4.924,281.5,108.8,150,0,35069.73451
38097,30.17,29.88,4.923,210.6,95.6,156,0,34974.15929
38098,30.08,29.04,4.923,154,86.6,156,0,34948.67257
38099,30.12,24.27,4.922,235.4,72.3,158,0,34655.57522
38100,30.89,21.94,4.927,745,86.8,150,0,34502.65487
38101,31.14,20.57,4.922,729,80.1,157,0,34725.66372
38102,31.37,18.47,4.921,718,74.7,157,0,34923.18584
38103,31.3,17.31,4.926,716,75,159,0,35063.36283
38104,31.28,20.67,4.928,707,75.5,157,0,34840.35398
38105,31.17,21.44,4.921,690.2,73.8,157,0,34795.75221
38106,31.21,21.11,4.922,663.6,72.1,158,0,34458.0531
38107,31.12,20.54,4.927,641,70.7,156,0,34273.27434
38108,31.18,20.27,4.92,619.9,70.2,157,0,34241.41593
38109,31.2,19.24,4.925,609.9,73.5,156,0,34126.72566
38110,31.09,18.44,4.918,600.5,79.2,159,0,33910.0885
38111,31.14,17.24,4.917,590.5,86.7,151,0,34043.89381
38112,31.37,15.41,4.921,566,89.7,154,0,33916.46018
38113,31.54,14,4.925,532.5,87.9,155,0,33954.69027
38114,31.4,14.24,4.927,500.6,90.4,159,0,33954.69027
38115,31.36,13.77,4.937,486.2,100.9,156,0,33992.92035
38116,31.33,14.1,4.949,454.2,97,151,0,34088.49558
38117,31.06,14.8,4.934,407.7,88,151,0,34139.46903
38118,30.84,19.21,4.929,369.3,87.3,157,0,33661.59292
38119,30.44,20.21,4.945,347,94.2,151,0,33604.24779
38120,30.09,21.64,4.943,338.3,113.7,153,0,33776.28319
38121,29.76,22.61,4.965,309.8,119.6,154,0,34069.38053
38122,29.48,23.97,4.92,271.9,136.2,152,0,34668.31858
38123,29.09,24.81,4.92,234.3,169.7,154,0,35286.37168
38124,28.8,25.94,4.942,107.9,90.1,158,0,35783.36283
38125,27.96,28.31,4.965,54.07,43.46,150,0,36860.17699
38126,27.47,29.28,4.927,61.97,55.71,153,0,38599.64602
38127,27.35,30.41,4.92,75.2,72.2,155,0,40829.73451
38128,26.88,31.98,4.923,43.53,38.24,153,0,43894.51327
38129,26.44,33.64,4.922,20.02,17.18,158,0,45136.99115
38130,25.98,35.98,4.921,10.87,9.58,150,0,45391.85841
38131,25.55,37.68,4.93,5.972,5.208,154,0,45876.10619
38132,25.25,39.65,4.918,2.409,2.167,155,0,46232.92035
38133,25.04,41.91,4.932,0.691,0.589,154,0,46252.0354
38134,24.75,42.31,4.925,0.208,0.178,159,0,46143.71681
38135,24.6,42.68,4.933,0.117,0.093,155,0,46054.51327
38136,24.49,43.81,4.93,0.102,0.063,158,0,45927.07965
38137,24.36,44.91,4.917,0.099,0.096,154,0,46009.9115
38138,24.26,43.78,4.926,0.095,0.063,156,0,45888.84956
38139,24.13,44.75,4.919,0.088,0.107,156,0,45716.81416
38140,23.93,45.05,4.922,0.095,0.074,154,0,45614.86726
38141,23.82,45.12,4.923,0.091,0.133,157,0,45347.25664
38142,23.76,44.98,4.925,0.095,0.093,151,0,44716.46018
38143,23.75,44.81,4.92,0.08,0.078,158,0,44340.53097
38144,23.68,46.02,4.925,0.069,0.1,155,0,44002.83186
38145,23.63,45.92,4.926,0.106,0.104,150,0,43652.38938
38146,23.6,45.58,4.918,0.08,0.122,156,0,43123.53982
38147,23.65,44.98,4.921,0.113,0.1,151,0,42486.37168
38148,23.73,42.35,4.925,0.088,0.052,155,0,41932.0354
38149,23.75,42.08,4.921,0.058,0.111,157,0,41218.40708
38150,23.56,45.32,4.925,0.117,0.089,156,0,40377.34513
38151,23.56,43.68,4.924,0.091,0.111,150,0,39389.73451
38152,23.55,42.61,4.916,0.117,0.067,153,0,38771.68142
38153,23.52,44.11,4.921,0.091,0.096,151,0,37968.84956
38154,23.49,43.51,4.927,0.099,0.067,155,0,36745.48673
38155,23.46,43.55,4.922,0.113,0.1,153,0,35745.13274
38156,23.34,48.52,4.92,0.106,0.048,150,0,35012.38938
38157,23.05,49.15,4.924,0.084,0.111,157,0,34387.9646
38158,22.97,47.45,4.92,0.091,0.13,157,0,33725.30973
38159,22.98,50.05,4.922,0.088,0.1,152,0,33094.51327
38160,22.93,50.12,4.922,0.088,0.085,158,0,32323.53982
38161,23.02,46.92,4.917,0.095,0.1,158,0,31699.11504
38162,23.01,46.58,4.921,0.102,0.096,159,0,31132.0354
38163,23.07,44.68,4.92,0.091,0.078,155,0,30870.79646
38164,22.87,44.88,4.919,0.113,0.078,150,0,30456.63717
38165,22.84,44.21,4.923,0.102,0.111,154,0,29978.76106
38166,22.77,44.15,4.922,0.077,0.104,154,0,29462.65487
38167,22.73,43.98,4.918,0.106,0.067,152,0,29010.26549
38168,22.73,44.25,4.92,0.099,0.126,151,0,28857.34513
38169,22.78,44.28,4.923,0.113,0.081,150,0,28417.69912
38170,22.85,44.28,4.925,0.106,0.107,153,0,28105.48673
38171,22.75,45.52,4.926,0.102,0.056,154,0,28137.34513
38172,22.6,46.72,4.926,0.084,0.13,157,0,27640.35398
38173,22.35,48.62,4.918,0.073,0.137,158,0,27589.38053
38174,22.11,51.45,4.922,0.099,0.107,150,0,27149.73451
38175,21.99,52.18,4.918,0.095,0.1,151,0,27181.59292
38176,21.98,53.52,4.919,0.117,0.067,157,0,27079.64602
38177,21.88,53.88,4.917,0.11,0.078,159,0,27035.04425
38178,21.86,54.38,4.921,0.11,0.096,152,0,26933.09735
38179,21.85,54.48,4.913,0.084,0.104,155,0,26926.72566
38180,21.85,54.05,4.923,0.106,0.085,154,0,26926.72566
38181,21.92,51.78,4.917,0.11,0.096,151,0,26907.61062
38182,21.83,51.02,4.916,0.073,0.104,150,0,26856.63717
38183,21.86,52.18,4.918,0.084,0.111,150,0,26824.77876
38184,21.58,56.19,4.922,0.066,0.093,157,0,26716.46018
38185,21.25,58.99,4.919,0.088,0.126,157,0,26767.43363
38186,21.09,61.39,4.921,0.084,0.104,157,0,26939.46903
38187,21.07,62.59,4.918,0.08,0.122,158,0,26620.88496
38188,20.97,63.42,4.917,0.08,0.093,151,0,26735.57522
38189,20.98,64.02,4.918,0.099,0.1,152,0,27404.60177
38190,20.96,64.35,4.921,0.051,0.152,154,0,27219.82301
38191,20.87,64.69,4.923,0.08,0.148,157,0,26888.49558
38192,20.7,65.52,4.919,0.106,0.1,158,0,27162.47788
38193,20.66,66.16,4.916,0.084,0.096,159,0,26703.71681
38194,20.58,66.32,4.921,0.117,0.093,151,0,25951.85841
38195,20.45,66.72,4.916,0.077,0.111,152,0,24792.21239
38196,20.32,67.12,4.914,0.077,0.107,151,0,24072.21239
38197,20.22,67.66,4.917,0.062,0.119,156,0,24333.45133
38198,19.75,68.59,4.918,0.084,0.13,159,0,24550.0885
38199,19.36,69.79,4.92,0.091,0.119,156,0,24524.60177
38200,18.94,71.2,4.917,0.088,0.1,157,0,24167.78761
38201,18.4,73,4.919,0.11,0.126,158,0,23874.69027
38202,18.38,73.4,4.916,0.391,0.352,150,0,23957.52212
38203,18.43,73.7,4.921,1.835,1.586,156,0,24626.54867
38204,17.52,72.1,4.922,4.815,4.064,157,0,25359.29204
38205,17.42,71.5,4.923,8.8,7.38,154,0,25894.51327
38206,17.82,71.8,4.923,15.91,12.08,151,0,26385.13274
38207,18.11,71.2,4.919,37.78,20.8,157,0,26563.53982
38208,18.21,71.7,4.92,61.11,29.07,156,0,26703.71681
38209,18.34,71.3,4.919,50.7,30.73,153,0,27417.34513
38210,18.4,71.8,4.916,148.3,46.31,152,0,27895.22124
38211,18.66,72,4.921,179.1,54.75,150,0,27888.84956
38212,18.95,72,4.916,215.8,54.77,155,0,26697.34513
38213,19.35,72.3,4.92,251,56.51,153,0,27175.22124
38214,19.59,70.2,4.923,284.3,62.13,151,0,28309.38053
38215,19.89,67.82,4.922,314.9,70.4,155,0,28723.53982
38216,20.32,66.26,4.923,340.7,71.5,159,0,29239.64602
38217,20.79,64.35,4.924,370,71.1,152,0,29711.15044
38218,21.22,63.35,4.923,397.8,71.3,155,0,30125.30973
38219,21.94,61.99,4.924,427.4,71.8,151,0,31010.97345
38220,22.88,61.56,4.922,457.5,72.5,155,0,31418.76106
38221,23.31,62.65,4.916,486.4,77.3,156,0,31883.89381
38222,23.41,62.79,4.919,508.8,77.4,155,0,33209.20354
38223,23.61,62.92,4.923,534.6,79.7,152,0,34286.0177
38224,23.74,61.89,4.922,557.5,81.6,150,0,34642.83186
38225,23.81,61.49,4.918,582,88.5,156,0,35165.30973
38226,24.04,61.05,4.924,593,105.2,153,0,35859.82301
38227,24.11,60.82,4.924,615.8,101.8,157,0,36433.27434
38228,24.43,58.85,4.925,632.5,102,156,0,36720
38229,24.46,57.89,4.926,651.6,95.8,158,0,36885.66372
38230,24.81,56.85,4.925,641.7,97.7,159,0,37350.79646
38231,24.66,58.09,4.926,681.7,97.3,151,0,36974.86726
38232,24.8,58.29,4.925,702,114,157,0,37440
38233,24.8,58.35,4.924,686.1,103.3,159,0,37344.42478
38234,24.78,58.62,4.925,700,102.1,159,0,37663.00885
38235,24.88,58.79,4.926,714,101.3,155,0,37548.31858
38236,24.94,58.59,4.927,714,98.5,156,0,37204.24779
38237,25.26,57.95,4.924,720,97.8,153,0,37216.99115
38238,25.18,56.69,4.925,726,99,153,0,37369.9115
38239,25.39,56.55,4.923,731,98.6,150,0,37363.53982
38240,25.34,57.15,4.921,735,100.3,155,0,37146.90265
38241,25.39,57.55,4.919,727,104.2,159,0,37038.58407
38242,25.59,57.65,4.926,730,112,154,0,36955.75221
38243,25.38,57.89,4.922,747,124.5,154,0,36656.28319
38244,25.36,58.09,4.926,648.5,115.5,151,0,36471.50442
38245,25.05,59.15,4.936,293.9,84.9,157,0,36395.04425
38246,24.96,59.49,4.923,565.7,92.2,154,0,36050.97345
38247,24.81,60.19,4.933,356.8,92.9,156,0,35929.9115
38248,24.67,61.75,4.924,640.5,105.1,158,0,35719.64602
38249,24.55,62.09,4.922,661.3,123.3,153,0,35515.75221
38250,24.61,62.69,4.932,373.9,127.4,155,0,35305.48673
38251,24.5,63.35,4.93,612.1,141.9,158,0,35286.37168
38252,24.7,63.05,4.931,637,113.7,156,0,35209.9115
38253,24.74,62.92,4.929,583.5,94.8,152,0,35076.10619
38254,24.89,62.52,4.926,536.1,91.4,151,0,35031.50442
38255,24.63,62.99,4.93,537.8,90.3,156,0,34846.72566
38256,24.44,63.52,4.934,506.7,85.7,153,0,34642.83186
38257,24.39,64.09,4.937,480.6,83.9,156,0,34566.37168
38258,24.48,63.12,4.941,417.2,81.1,150,0,34617.34513
38259,24.51,63.45,4.952,431.8,90,150,0,34560
38260,24.46,63.15,4.937,421,102.7,157,0,34623.71681
38261,24.66,61.82,4.938,394,106.2,157,0,34540.88496
38262,24.6,62.29,4.935,359.2,103.4,156,0,34904.0708
38263,24.44,61.19,4.94,334.1,101.9,154,0,35082.47788
38264,24.7,60.42,4.927,273.5,94.9,158,0,35018.76106
38265,24.58,59.99,4.918,235.5,91.3,150,0,34884.95575
38266,24.65,59.75,4.923,246.6,98.2,152,0,35101.59292
38267,24.46,62.12,4.924,188.7,108.4,153,0,35273.62832
38268,24.29,63.72,4.928,123.4,103.4,155,0,35980.88496
38269,24.08,63.55,4.93,100.2,95.5,152,0,36885.66372
38270,24.08,64.82,4.925,110.1,110,157,0,38402.12389
38271,24.04,65.92,4.916,105,104.7,155,0,41435.04425
38272,23.88,66.99,4.955,70.8,69.06,151,0,44901.23894
38273,23.68,68.42,4.978,50.29,46.27,155,0,45780.53097
38274,23.37,70.6,4.932,27.17,23.95,158,0,45978.0531
38275,23.16,72.3,4.927,13.53,11.57,158,0,46035.39823
38276,22.94,74.9,4.924,5.852,5.186,155,0,46150.0885
38277,22.63,77.5,4.925,1.919,1.63,154,0,46201.06195
38278,22.35,79.1,4.925,0.263,0.307,152,0,46213.80531
38279,22.24,79.7,4.923,0.091,0.119,153,0,46041.76991
38280,22.16,80.6,4.925,0.113,0.1,155,0,46181.9469
38281,22.09,81.3,4.917,0.102,0.089,156,0,46252.0354
38282,22.04,81.8,4.919,0.121,0.078,159,0,46213.80531
38283,21.98,82.1,4.925,0.117,0.093,159,0,46016.28319
38284,21.97,82.4,4.925,0.139,0.056,155,0,45971.68142
38285,21.89,82.9,4.926,0.099,0.107,152,0,45500.17699
38286,21.76,83.3,4.926,0.088,0.104,152,0,45143.36283
38287,21.68,83.8,4.917,0.069,0.13,150,0,44372.38938
38288,21.63,84,4.923,0.077,0.126,152,0,43970.97345
38289,21.55,84.4,4.923,0.048,0.133,157,0,43473.9823
38290,21.42,84.7,4.915,0.073,0.115,159,0,43174.51327
38291,21.27,85,4.92,0.077,0.115,156,0,42753.9823
38292,21.22,85.3,4.92,0.077,0.137,152,0,42416.28319
38293,21.13,85.6,4.916,0.058,0.13,155,0,41804.60177
38294,20.98,85.5,4.919,0.084,0.13,158,0,41422.30088
38295,20.37,86.2,4.922,0.066,0.115,156,0,40657.69912
38296,20.14,86.2,4.921,0.08,0.085,156,0,39867.61062
38297,20.18,86.5,4.921,0.084,0.107,158,0,39001.06195
38298,20.47,86.6,4.921,0.073,0.115,157,0,37994.33628
38299,20.45,86.5,4.917,0.095,0.122,156,0,37095.9292
38300,20.3,86.5,4.919,0.084,0.093,152,0,36299.46903
38301,20.29,86.6,4.919,0.088,0.122,156,0,35445.66372
38302,20.46,86.7,4.917,0.084,0.085,151,0,34604.60177
38303,20.66,86.5,4.919,0.077,0.115,154,0,33954.69027
38304,20.69,86.3,4.922,0.084,0.096,154,0,33272.92035
38305,20.63,86.3,4.916,0.062,0.156,153,0,32361.76991
38306,20.69,86,4.917,0.073,0.156,155,0,31590.79646
38307,20.73,85.9,4.916,0.062,0.152,153,0,30800.70796
38308,20.83,85.9,4.917,0.073,0.152,153,0,30437.52212
38309,20.9,85.7,4.919,0.077,0.096,150,0,29672.92035
38310,21,85.5,4.919,0.08,0.126,157,0,29328.84956
38311,21.16,85.3,4.915,0.069,0.111,151,0,28780.88496
38312,21.16,84.8,4.916,0.058,0.104,154,0,28417.69912
38313,21.12,84.4,4.917,0.084,0.167,151,0,28099.11504
38314,21.25,84.2,4.918,0.066,0.107,150,0,27869.73451
38315,21.34,83.7,4.918,0.088,0.115,159,0,27627.61062
38316,21.4,83.7,4.919,0.091,0.111,154,0,27691.32743
38317,21.57,83.8,4.916,0.102,0.111,150,0,27245.30973
38318,21.65,83.6,4.917,0.062,0.148,155,0,27098.76106
38319,21.68,83.7,4.917,0.066,0.148,151,0,27079.64602
38320,21.67,83.9,4.917,0.062,0.17,159,0,27009.55752
38321,21.65,84,4.918,0.088,0.093,154,0,26818.40708
38322,21.67,84,4.921,0.102,0.085,158,0,26710.0885
38323,21.69,84.1,4.916,0.055,0.137,155,0,26340.53097
38324,21.64,84,4.916,0.069,0.104,153,0,26353.27434
38325,21.6,84.1,4.92,0.08,0.126,159,0,26346.90265
38326,21.57,84.3,4.918,0.073,0.104,158,0,26193.9823
38327,21.57,84.4,4.915,0.091,0.122,151,0,26346.90265
38328,21.58,84.4,4.914,0.077,0.126,158,0,25964.60177
38329,21.47,84.6,4.922,0.08,0.115,156,0,25977.34513
38330,20.83,83.9,4.918,0.062,0.163,156,0,26206.72566
38331,20.74,83.3,4.92,0.044,0.115,158,0,26021.9469
38332,20.92,81.9,4.92,0.066,0.104,151,0,26021.9469
38333,21,80.4,4.916,0.069,0.137,152,0,26614.51327
38334,21.05,79.1,4.919,0.062,0.133,156,0,26378.76106
38335,21.13,78,4.924,0.066,0.115,158,0,25977.34513
38336,21.14,76.8,4.917,0.062,0.119,159,0,25862.65487
38337,21.17,76.3,4.918,0.073,0.13,156,0,25582.30088
38338,21.22,75.8,4.918,0.102,0.107,153,0,24881.41593
38339,21.25,75.4,4.916,0.069,0.119,151,0,23415.9292
38340,21.21,75,4.917,0.091,0.115,159,0,22593.9823
38341,21.13,74.8,4.92,0.121,0.085,155,0,22039.64602
38342,20.93,74.9,4.917,0.066,0.144,157,0,21593.62832
38343,20.82,75.1,4.916,0.073,0.093,151,0,21364.24779
38344,20.74,75.2,4.921,0.113,0.148,151,0,21396.10619
38345,20.66,75.2,4.922,0.11,0.119,153,0,21440.70796
38346,20.61,75.5,4.917,0.26,0.233,159,0,21498.0531
38347,20.55,75.7,4.92,1.473,1.2,156,0,21975.9292
38348,20.52,76.1,4.917,4.109,3.449,156,0,22339.11504
38349,20.41,76.9,4.919,8.06,6.905,156,0,22600.35398
38350,20.34,77.7,4.917,13.16,11.09,150,0,23059.11504
38351,20.36,78,4.917,24.52,20.87,157,0,23409.55752
38352,20.39,78.3,4.918,44.3,36.43,157,0,23664.42478
38353,20.45,78.7,4.922,54.31,43.2,153,0,24206.0177
38354,20.49,79.2,4.918,44.87,37.03,151,0,24588.31858
38355,20.64,80.1,4.92,86.4,72.1,152,0,25059.82301
38356,21.19,79.9,4.92,178.5,116.6,157,0,25607.78761
38357,21.53,79.4,4.918,121.1,87.7,159,0,26359.64602
38358,21.74,79.4,4.919,224.8,103.6,154,0,27003.18584
38359,21.92,79.1,4.918,179.1,111.7,156,0,27646.72566
38360,22.18,79,4.919,158.6,111.8,154,0,28118.23009
38361,22.3,78.5,4.92,310.6,164.8,155,0,28838.23009
38362,22.09,78.1,4.917,160.4,129.8,154,0,29418.0531
38363,21.82,77.9,4.92,143.3,118.9,157,0,29927.78761
38364,21.95,78.1,4.92,190.3,160.4,158,0,30189.02655
38365,22.07,77.3,4.917,204.9,173.3,158,0,30838.93805
38366,22.22,77,4.916,213.4,181.1,153,0,31794.69027
38367,22.36,76.8,4.916,231.9,195.4,159,0,32196.10619
38368,22.67,76.5,4.918,269.3,219.9,157,0,32374.51327
38369,23.07,75.4,4.916,282.9,225.6,151,0,32578.40708
38370,23.01,73.5,4.922,350.8,234.6,157,0,32998.93805
38371,23.22,71.2,4.921,395.7,236,157,0,33241.06195
38372,23.48,69.52,4.925,288.6,215.1,156,0,33795.39823
38373,23.54,69.22,4.924,304.6,212.2,155,0,34018.40708
38374,23.7,69.36,4.923,667.9,196.1,151,0,33954.69027
38375,24.2,65.96,4.921,716,131.5,152,0,34069.38053
38376,24.31,65.06,4.925,573.8,139.6,158,0,34107.61062
38377,23.91,66.49,4.921,490.5,158.7,153,0,34082.12389
38378,24.02,65.06,4.926,397.3,194.5,158,0,34164.95575
38379,23.88,65.26,4.926,218.4,148.6,155,0,34451.68142
38380,23.86,65.19,4.918,235.9,186.9,152,0,34604.60177
38381,23.83,65.99,4.925,310.8,185.2,151,0,34387.9646
38382,23.81,66.26,4.926,479.8,189.6,157,0,34286.0177
38383,23.85,65.92,4.923,305.8,218.5,152,0,34540.88496
38384,23.9,65.12,4.926,327.1,237.9,158,0,34706.54867
38385,23.83,64.09,4.924,294.1,225.7,151,0,34706.54867
38386,23.86,64.65,4.924,310.8,214.1,154,0,34553.62832
38387,23.85,64.15,4.925,266.5,209.6,157,0,34515.39823
38388,23.77,64.15,4.927,298.3,208.8,152,0,34260.53097
38389,24,63.92,4.923,584.5,232.2,150,0,34012.0354
38390,23.97,62.45,4.924,406,176.7,158,0,34050.26549
38391,24.13,61.95,4.928,580.1,129.9,151,0,33769.9115
38392,24.52,60.99,4.929,693.9,109.5,156,0,33534.15929
38393,24.77,60.72,4.922,661.1,100.8,159,0,33260.17699
38394,24.72,60.95,4.919,630.3,95.4,150,0,33081.76991
38395,24.49,61.12,4.923,620.1,94,156,0,32846.0177
38396,24.53,61.79,4.928,601.2,112.8,151,0,33393.9823
38397,24.39,61.35,4.923,564.1,136.6,159,0,33387.61062
38398,24.33,61.59,4.927,557.7,134,151,0,33183.71681
38399,24.21,62.65,4.919,555.6,115.3,151,0,33132.74336
38400,24.13,63.12,4.919,524.8,106.7,158,0,32820.53097
38401,24.23,62.79,4.924,466.6,103.5,150,0,32266.19469
38402,24.13,62.85,4.922,336.5,108.2,152,0,32094.15929
38403,24.02,63.45,4.92,428.4,91.3,152,0,32253.45133
38404,23.91,64.02,4.917,413.1,88.3,155,0,32151.50442
38405,24.05,63.89,4.924,392,92.5,152,0,31966.72566
38406,23.86,64.89,4.921,313.5,94.6,159,0,31437.87611
38407,23.74,65.69,4.925,251.9,99.1,154,0,31355.04425
38408,23.68,66.52,4.922,267.5,80.7,152,0,31386.90265
38409,23.92,65.89,4.925,257.4,77.2,153,0,31635.39823
38410,23.78,66.26,4.927,225.7,70.3,150,0,31934.86726
38411,23.73,67.12,4.919,192.3,75.6,153,0,32521.06195
38412,23.6,67.19,4.923,162.8,109.7,158,0,33018.0531
38413,23.4,68.06,4.923,132.8,126.5,154,0,33878.23009
38414,23.29,68.16,4.923,108.2,112.5,155,0,35343.71681
38415,23.23,68.19,4.918,83.4,87.2,155,0,38701.59292
38416,23.21,68.82,4.922,57.64,59.34,154,0,41970.26549
38417,23.15,70.4,4.924,38.8,36.66,158,0,43193.62832
38418,22.92,72.7,4.928,22.05,21.24,153,0,43620.53097
38419,22.64,75,4.923,10.78,9.38,157,0,44092.0354
38420,22.4,76.3,4.928,4.394,3.797,155,0,44952.21239
38421,22.27,77,4.925,1.276,1.137,150,0,45270.79646
38422,22.21,77.3,4.923,0.197,0.163,150,0,45621.23894
38423,22.13,77.5,4.925,0.102,0.119,153,0,45500.17699
38424,22,77.8,4.926,0.102,0.107,154,0,45563.89381
38425,21.98,77.8,4.923,0.117,0.059,159,0,45621.23894
38426,21.93,77.8,4.924,0.095,0.085,155,0,45653.09735
38427,21.93,77.9,4.926,0.091,0.067,154,0,45799.64602
38428,21.79,77.8,4.927,0.08,0.096,159,0,45551.15044
38429,21.86,77.7,4.925,0.102,0.1,154,0,45207.07965
38430,21.81,78.2,4.93,0.084,0.096,152,0,44901.23894
38431,21.75,78.7,4.923,0.088,0.085,150,0,44882.12389
38432,21.73,79,4.921,0.066,0.104,156,0,44633.62832
38433,21.63,79.5,4.923,0.091,0.089,151,0,44136.63717
38434,21.54,79.8,4.922,0.084,0.126,156,0,43626.90265
38435,20.81,80,4.924,0.08,0.133,151,0,42849.55752
38436,20.3,81,4.924,0.08,0.104,151,0,41861.9469
38437,20.12,82.4,4.919,0.08,0.137,158,0,41008.14159
38438,20.14,82.4,4.919,0.073,0.119,155,0,40160.70796
38439,20.21,83.1,4.925,0.095,0.096,153,0,39255.9292
38440,20.17,83,4.92,0.073,0.1,154,0,38261.9469
38441,20.05,83.3,4.919,0.088,0.107,158,0,37274.33628
38442,20.02,83.4,4.922,0.066,0.13,154,0,36261.23894
38443,20.05,84.2,4.916,0.048,0.13,157,0,35229.02655
38444,20.07,84,4.916,0.084,0.1,156,0,34356.10619
38445,19.63,83.6,4.918,0.066,0.141,158,0,33597.87611
38446,19.15,84.4,4.922,0.084,0.074,152,0,32967.07965
38447,19.07,84.7,4.92,0.066,0.119,157,0,32419.11504
38448,19.17,85,4.922,0.077,0.156,152,0,31775.57522
38449,19.37,85.1,4.915,0.11,0.085,154,0,30921.76991
38450,19.1,84.7,4.919,0.084,0.096,154,0,30316.46018
38451,18.83,84.9,4.919,0.066,0.111,157,0,29755.75221
38452,18.67,85.4,4.92,0.077,0.137,156,0,29545.48673
38453,18.7,85.6,4.919,0.095,0.122,154,0,29086.72566
38454,18.72,85.9,4.919,0.051,0.119,152,0,28710.79646
38455,18.7,86.2,4.915,0.095,0.089,152,0,28385.84071
38456,18.73,86.5,4.913,0.069,0.148,153,0,28118.23009
38457,18.79,86.5,4.921,0.088,0.111,150,0,28130.97345
38458,18.72,86.8,4.921,0.08,0.089,155,0,27774.15929
38459,18.73,86.8,4.92,0.088,0.141,154,0,27328.14159
38460,18.73,87.6,4.921,0.084,0.119,157,0,27232.56637
38461,18.8,87.6,4.915,0.088,0.093,154,0,27047.78761
38462,18.88,87.6,4.917,0.069,0.119,158,0,26684.60177
38463,18.82,87.3,4.915,0.08,0.13,152,0,26620.88496
38464,18.55,87.4,4.919,0.077,0.111,158,0,26404.24779
38465,18.61,87.8,4.916,0.073,0.156,155,0,26302.30088
38466,18.63,87.8,4.919,0.069,0.13,153,0,26397.87611
38467,18.62,88,4.917,0.077,0.159,158,0,26423.36283
38468,18.49,87.9,4.92,0.08,0.104,150,0,26550.79646
38469,18.47,88.1,4.916,0.088,0.081,150,0,26589.02655
38470,18.48,88.2,4.917,0.066,0.115,156,0,26557.16814
38471,18.55,88.4,4.918,0.058,0.159,154,0,26550.79646
38472,18.48,88.1,4.918,0.088,0.122,150,0,26748.31858
38473,18.51,87.9,4.917,0.073,0.144,156,0,26741.9469
38474,18.69,87.7,4.916,0.088,0.122,158,0,26646.37168
38475,18.74,87.2,4.92,0.084,0.104,151,0,26640
38476,18.63,86.8,4.915,0.066,0.122,157,0,26818.40708
38477,18.62,86.5,4.914,0.055,0.159,153,0,27334.51327
38478,18.6,86.3,4.916,0.062,0.137,154,0,27219.82301
38479,18.74,86,4.916,0.066,0.167,155,0,26990.44248
38480,18.49,85.5,4.916,0.077,0.1,153,0,26952.21239
38481,18.23,85.9,4.915,0.058,0.144,155,0,27003.18584
38482,18.36,85.6,4.914,0.066,0.137,158,0,26270.44248
38483,18.45,85.5,4.915,0.077,0.133,158,0,25282.83186
38484,18.53,85.3,4.918,0.069,0.104,151,0,24938.76106
38485,18.63,85.1,4.917,0.062,0.152,151,0,25410.26549
38486,18.64,84.8,4.916,0.066,0.104,159,0,25486.72566
38487,18.61,84.7,4.917,0.062,0.096,150,0,25741.59292
38488,18.59,85,4.915,0.084,0.111,154,0,25352.92035
38489,18.7,85.1,4.917,0.11,0.148,156,0,25015.22124
38490,18.86,85.2,4.916,0.402,0.311,157,0,25193.62832
38491,18.96,85.1,4.918,1.835,1.56,152,0,25920
38492,18.91,85.1,4.918,5.978,4.894,158,0,26550.79646
38493,18.77,85.2,4.915,15.26,12.2,159,0,26996.81416
38494,18.71,85.1,4.914,33.34,23.11,151,0,27372.74336
38495,18.56,85,4.915,45.48,28.44,158,0,27990.79646
38496,18.54,85,4.915,37.74,31.19,154,0,28252.0354
38497,18.59,84.9,4.913,46.02,39.04,157,0,28800
38498,18.71,85,4.916,83.9,66.53,151,0,28876.46018
38499,18.91,84.8,4.916,177.4,94.8,154,0,29653.80531
